,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,CREDIT,TERM,FST_PAYMENT,WORK_TIME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
3936,61937193,0,50,1,0,1,2,0,13000.0,1,0,от 20000 до 50000 руб.,77762.0,24,0.0,300.0,2,1.0
3937,61937424,0,46,1,0,1,0,0,7000.0,0,0,от 20000 до 50000 руб.,5897.0,3,2000.0,312.0,1,1.0
3938,61937487,0,30,1,0,1,1,1,9800.0,0,0,от 10000 до 20000 руб.,8879.0,10,1300.0,1.0,1,1.0
3939,61937581,0,39,1,0,1,2,0,9000.0,0,0,от 10000 до 20000 руб.,26708.0,6,3000.0,72.0,2,1.0
3940,61937715,0,43,1,0,0,2,2,7000.0,0,0,от 10000 до 20000 руб.,3200.0,4,1000.0,36.0,1,1.0
3941,61937720,0,40,1,0,1,0,0,9000.0,0,0,от 10000 до 20000 руб.,22890.0,10,2550.0,60.0,1,1.0
3942,61937922,0,22,1,0,0,0,0,9000.0,0,1,от 5000 до 10000 руб.,11670.0,4,1300.0,6.0,1,1.0
3943,61937963,1,25,1,0,0,0,0,32000.0,1,0,от 20000 до 50000 руб.,17592.0,3,26410.0,12.0,1,1.0
3944,61937994,1,32,1,0,1,1,1,22000.0,0,0,от 20000 до 50000 руб.,16662.0,3,7142.0,14.0,1,1.0
3945,61938012,0,35,1,0,1,1,1,10000.0,0,0,от 10000 до 20000 руб.,2421.0,5,269.0,24.0,1,1.0
3946,61938035,0,49,1,0,1,0,0,18000.0,1,0,от 20000 до 50000 руб.,7360.0,4,7000.0,48.0,3,3.0
3947,61938116,0,52,1,0,0,2,0,20000.0,1,0,от 20000 до 50000 руб.,11899.0,10,2100.0,360.0,1,1.0
3948,61938570,0,39,1,0,1,1,1,6700.0,0,0,от 10000 до 20000 руб.,3383.0,3,1000.0,15.0,1,1.0
3949,61938660,0,51,1,0,1,1,0,7500.0,0,0,от 5000 до 10000 руб.,5580.0,6,620.0,144.0,2,2.0
3950,61938812,0,25,1,0,0,1,1,13000.0,0,1,от 20000 до 50000 руб.,17900.0,6,5000.0,12.0,1,1.0
3951,61938836,0,37,1,0,1,2,2,15000.0,1,0,от 20000 до 50000 руб.,3537.0,5,393.0,96.0,2,1.0
3952,61938956,0,54,1,0,1,1,0,16000.0,0,0,от 20000 до 50000 руб.,17297.6,6,8000.0,97.0,2,2.0
3953,61939120,1,60,0,1,1,3,0,12000.0,0,0,от 10000 до 20000 руб.,20160.0,6,2240.0,,2,1.0
3954,61939131,0,46,1,0,1,1,1,10000.0,0,0,от 10000 до 20000 руб.,10991.0,4,2000.0,240.0,1,1.0
3955,61939238,0,32,1,0,1,0,0,12000.0,1,0,от 20000 до 50000 руб.,4941.0,3,0.0,9.0,1,1.0
3956,61939621,0,33,1,0,1,1,1,5500.0,0,0,от 5000 до 10000 руб.,3000.0,3,1060.0,18.0,1,1.0
3957,61939807,0,31,1,0,1,2,2,10000.0,0,0,от 10000 до 20000 руб.,7070.0,3,800.0,48.0,1,1.0
3958,61940010,0,49,1,0,1,2,0,15000.0,0,0,от 10000 до 20000 руб.,21009.0,4,2500.0,300.0,1,1.0
3959,61940064,0,29,1,0,1,1,1,15000.0,1,0,от 20000 до 50000 руб.,20755.0,4,5000.0,24.0,1,1.0
3960,61940192,0,33,1,0,1,1,1,16000.0,0,0,от 20000 до 50000 руб.,13900.0,6,0.0,24.0,1,1.0
3961,61940675,0,31,1,0,0,0,0,20000.0,0,1,от 20000 до 50000 руб.,6291.0,3,18000.0,18.0,1,1.0
3962,61940710,0,29,1,0,0,2,2,27000.0,0,0,от 20000 до 50000 руб.,5174.0,6,1293.0,60.0,1,1.0
3963,61940778,0,30,1,0,1,2,2,10000.0,0,0,от 10000 до 20000 руб.,3779.0,6,120.0,25.0,2,1.0
3964,61940787,1,43,1,0,0,4,3,30000.0,0,0,от 20000 до 50000 руб.,5847.0,3,3000.0,36.0,1,1.0
3965,61941014,0,45,1,0,1,0,0,5000.0,0,0,от 10000 до 20000 руб.,12800.0,4,5000.0,72.0,1,1.0
3966,61941101,0,34,1,0,1,1,1,10000.0,1,0,от 20000 до 50000 руб.,2950.0,4,500.0,36.0,1,1.0
3967,61941158,0,55,1,0,1,2,0,6000.0,0,0,от 10000 до 20000 руб.,2400.0,4,2500.0,30.0,1,1.0
3968,61941163,0,24,1,0,0,0,0,20000.0,0,0,от 20000 до 50000 руб.,15889.0,4,1800.0,6.0,1,1.0
3969,61941248,0,53,1,0,1,2,0,13000.0,1,0,от 20000 до 50000 руб.,13980.0,6,13000.0,60.0,1,1.0
3970,61941388,0,32,1,0,0,0,0,15000.0,0,0,от 10000 до 20000 руб.,6870.0,6,800.0,18.0,1,1.0
3971,61941452,0,33,1,0,0,1,1,16000.0,0,0,от 10000 до 20000 руб.,3850.0,3,500.0,24.0,1,1.0
3972,61941493,0,54,1,0,1,1,1,18000.0,0,0,от 10000 до 20000 руб.,5190.0,3,3000.0,18.0,1,1.0
3973,61941517,0,42,1,0,0,0,0,35000.0,0,0,свыше 50000 руб.,20000.0,3,10162.0,276.0,1,1.0
3974,61955203,0,34,1,0,1,0,0,20000.0,0,0,от 20000 до 50000 руб.,5620.0,4,1405.0,24.0,1,1.0
3975,61955219,0,64,0,1,0,3,0,4000.0,0,0,от 5000 до 10000 руб.,5700.0,6,1000.0,,1,0.0
3976,61955428,0,30,1,0,0,1,1,25000.0,0,0,от 20000 до 50000 руб.,6500.0,6,750.0,49.0,1,0.0
3977,61955559,0,50,1,0,1,0,0,8000.0,0,0,от 10000 до 20000 руб.,10200.0,3,6000.0,9.0,1,1.0
3978,61955574,0,29,1,0,1,1,0,9200.0,0,0,от 5000 до 10000 руб.,2223.0,5,247.0,96.0,1,0.0
3979,61955750,0,63,0,1,1,0,0,11000.0,0,0,от 20000 до 50000 руб.,10000.0,12,3000.0,,1,0.0
3980,61955755,0,38,1,0,1,1,1,13000.0,1,0,от 20000 до 50000 руб.,22302.0,10,5500.0,8.0,1,0.0
3981,61955758,0,56,1,1,1,0,0,9600.0,0,0,от 10000 до 20000 руб.,21350.0,12,3050.0,60.0,1,0.0
3982,61955807,1,33,1,0,1,2,2,6000.0,0,0,от 10000 до 20000 руб.,13289.0,12,1500.0,36.0,1,1.0
3983,61955810,0,32,1,0,1,2,2,5000.0,0,0,от 10000 до 20000 руб.,5184.0,4,600.0,36.0,1,1.0
3984,61955828,0,56,0,1,1,4,0,6000.0,0,0,от 5000 до 10000 руб.,3790.0,6,1000.0,,1,0.0
3985,61955864,0,56,1,0,0,3,3,23000.0,0,0,от 20000 до 50000 руб.,40521.0,12,5000.0,360.0,1,0.0
3986,61955989,0,42,1,0,1,2,2,7500.0,1,0,от 10000 до 20000 руб.,20570.0,11,2000.0,48.0,1,0.0
3987,61956007,0,50,1,0,1,0,0,15000.0,1,0,от 20000 до 50000 руб.,36290.0,6,18000.0,24.0,1,0.0
3988,61956133,0,56,1,0,1,1,0,8000.0,0,0,от 5000 до 10000 руб.,3681.0,5,409.0,36.0,1,0.0
3989,61956248,0,55,1,1,1,0,0,6500.0,0,0,от 10000 до 20000 руб.,29000.0,10,6000.0,60.0,1,0.0
3990,61956573,0,34,1,0,1,1,1,10000.0,0,0,от 20000 до 50000 руб.,33300.0,6,6000.0,24.0,1,0.0
3991,61956720,0,36,1,0,1,2,2,5000.0,0,0,от 10000 до 20000 руб.,7770.0,6,1000.0,108.0,2,0.0
3992,61957033,0,40,1,0,1,2,0,5600.0,0,0,от 10000 до 20000 руб.,12280.0,12,500.0,36.0,1,0.0
3993,61957262,0,29,1,0,0,2,2,11000.0,1,0,от 10000 до 20000 руб.,3675.0,8,1000.0,24.0,1,0.0
3994,61957373,0,23,1,0,1,0,0,8000.0,0,0,от 5000 до 10000 руб.,7794.0,12,1374.88,12.0,1,0.0
3995,61957410,0,29,1,0,0,1,1,8000.0,0,0,от 10000 до 20000 руб.,4490.0,3,2000.0,60.0,1,1.0
3996,61957497,0,52,1,0,1,0,0,16000.0,1,0,от 20000 до 50000 руб.,51570.0,18,5730.0,312.0,1,0.0
3997,61957561,0,56,1,0,0,1,0,18000.0,0,0,от 20000 до 50000 руб.,30372.0,6,15000.0,420.0,1,0.0
3998,61957584,0,57,0,1,1,0,0,8000.0,1,0,от 5000 до 10000 руб.,26560.0,10,4000.0,,1,0.0
3999,61957863,1,41,1,0,0,0,0,15000.0,0,0,от 10000 до 20000 руб.,18450.0,10,2050.0,84.0,1,0.0
4000,61957942,0,62,0,1,0,0,0,14000.0,0,0,от 10000 до 20000 руб.,7890.0,6,6000.0,,1,0.0
4001,61957980,0,41,1,0,1,1,0,16000.0,0,0,от 10000 до 20000 руб.,61250.0,24,7000.0,14.0,1,0.0
4002,61958137,1,42,1,0,0,3,0,20000.0,0,0,от 20000 до 50000 руб.,9600.0,10,3000.0,60.0,1,0.0
4003,61958152,0,62,0,1,1,0,0,6000.0,1,0,от 10000 до 20000 руб.,8700.0,6,0.0,,1,0.0
4004,61958193,1,22,1,0,1,0,0,8000.0,0,0,от 10000 до 20000 руб.,14150.0,12,0.0,14.0,1,0.0
4005,61958203,0,28,1,0,1,2,2,6500.0,0,1,от 20000 до 50000 руб.,20561.0,24,2300.0,15.0,1,0.0
4006,61958239,0,44,1,0,0,0,0,7000.0,0,0,от 20000 до 50000 руб.,3790.0,3,2000.0,24.0,1,1.0
4007,61958469,0,59,1,0,0,0,0,10000.0,0,0,от 20000 до 50000 руб.,12048.0,3,12000.0,132.0,1,1.0
4008,61958506,0,40,1,0,1,1,0,8000.0,0,0,от 5000 до 10000 руб.,6820.0,10,0.0,134.0,1,0.0
4009,61958513,0,42,1,0,1,1,1,9500.0,0,0,от 10000 до 20000 руб.,13090.0,12,1500.0,216.0,1,0.0
4010,61958608,1,28,1,0,0,0,0,14000.0,0,0,от 10000 до 20000 руб.,3137.0,10,350.0,18.0,1,0.0
4011,61958670,0,32,1,0,1,1,1,15000.0,0,1,от 20000 до 50000 руб.,5064.0,6,2500.0,120.0,2,0.0
4012,61958719,0,44,1,0,1,1,1,6000.0,0,0,от 10000 до 20000 руб.,13875.0,12,8000.0,216.0,1,0.0
4013,61958767,1,35,1,0,1,3,3,10000.0,0,0,от 10000 до 20000 руб.,5490.0,10,620.0,38.0,1,0.0
4014,61958779,0,27,1,0,1,0,0,6000.0,0,0,от 10000 до 20000 руб.,10670.0,10,330.0,12.0,1,0.0
4015,61958864,0,27,1,0,0,1,1,20000.0,1,0,от 20000 до 50000 руб.,13978.0,12,2000.0,72.0,1,0.0
4016,61958909,1,35,1,0,0,0,0,9000.0,0,0,от 10000 до 20000 руб.,6449.0,7,1700.0,14.0,1,0.0
4017,61958911,1,56,0,1,1,6,0,5000.0,0,0,от 5000 до 10000 руб.,11270.0,12,0.0,,2,0.0
4018,61958931,0,33,1,0,0,1,1,22000.0,0,0,от 20000 до 50000 руб.,26990.0,9,4800.0,120.0,1,1.0
4019,61958999,0,54,1,0,1,0,0,25000.0,0,0,от 20000 до 50000 руб.,7240.0,6,1800.0,336.0,1,1.0
4020,61959018,0,23,1,0,1,0,0,5000.0,0,0,от 5000 до 10000 руб.,15500.0,10,2000.0,36.0,1,0.0
4021,61959091,1,27,1,0,0,1,0,25000.0,1,0,свыше 50000 руб.,7996.0,6,889.0,24.0,1,0.0
4022,61959198,0,45,1,0,1,3,0,8000.0,1,0,от 5000 до 10000 руб.,19099.0,6,3371.0,48.0,1,0.0
4023,61959208,0,48,1,0,1,1,0,6000.0,0,0,от 5000 до 10000 руб.,3771.0,5,419.0,12.0,1,0.0
4024,61959229,0,62,0,1,1,1,0,6500.0,1,0,от 10000 до 20000 руб.,6900.0,10,1000.0,,1,0.0
4025,61959317,0,32,1,0,1,2,2,9000.0,0,0,от 10000 до 20000 руб.,8715.0,10,3000.0,36.0,1,0.0
4026,61959505,0,37,1,0,1,0,0,35000.0,0,0,от 20000 до 50000 руб.,17500.0,6,5000.0,96.0,1,0.0
4027,61959688,0,38,1,0,1,4,4,11200.0,0,0,от 20000 до 50000 руб.,33881.0,12,5979.0,125.0,1,0.0
4028,61959754,0,26,1,0,1,0,0,3800.0,0,1,от 20000 до 50000 руб.,29345.0,12,3260.0,11.0,1,0.0
4029,61959863,0,28,1,0,1,1,1,22000.0,1,0,от 20000 до 50000 руб.,56700.0,10,6300.0,120.0,2,0.0
4030,61959941,0,35,1,0,1,3,3,36000.0,1,0,свыше 50000 руб.,25760.0,5,15000.0,12.0,1,0.0
4031,61960111,0,42,0,1,0,1,1,6000.0,0,0,от 5000 до 10000 руб.,2000.0,6,845.0,,1,0.0
4032,61960117,1,36,1,0,1,3,1,10000.0,0,0,от 10000 до 20000 руб.,12140.0,6,1350.0,36.0,1,0.0
4033,61960233,1,29,1,0,0,1,1,20000.0,1,0,от 20000 до 50000 руб.,18719.0,6,2080.0,12.0,1,0.0
4034,61960286,0,40,1,0,1,2,2,10000.0,0,0,от 10000 до 20000 руб.,5180.0,3,2300.0,38.0,1,1.0
4035,61960535,0,33,1,0,0,0,0,10000.0,0,0,от 10000 до 20000 руб.,9917.0,3,3000.0,60.0,1,1.0
4036,61960556,0,44,1,0,1,0,0,7000.0,0,0,от 10000 до 20000 руб.,2570.0,6,1000.0,300.0,1,0.0
4037,61960628,0,44,1,0,1,2,0,25000.0,1,0,от 20000 до 50000 руб.,26800.0,12,2000.0,48.0,1,0.0
4038,61960657,0,34,1,0,0,0,0,10000.0,0,0,от 10000 до 20000 руб.,10000.0,7,7882.0,2.0,1,0.0
4039,61960757,0,45,1,0,0,2,2,40000.0,1,0,от 20000 до 50000 руб.,13700.0,6,1550.0,276.0,1,0.0
4040,61960827,0,29,1,0,0,1,1,20000.0,1,0,от 20000 до 50000 руб.,25109.0,10,2790.0,24.0,1,0.0
4041,61960995,0,52,1,1,1,0,1,15000.0,0,0,от 20000 до 50000 руб.,21927.0,12,3000.0,12.0,1,0.0
4042,61961079,0,55,1,0,1,1,0,16000.0,0,0,от 20000 до 50000 руб.,7290.0,10,810.0,156.0,1,0.0
4043,61961167,0,22,1,0,0,0,0,40000.0,0,0,от 20000 до 50000 руб.,23990.0,6,5000.0,24.0,1,0.0
4044,61961300,0,56,1,0,0,5,1,25000.0,0,0,от 20000 до 50000 руб.,23822.0,9,18000.0,168.0,1,0.0
4045,61961529,0,35,1,0,1,1,2,16000.0,0,1,свыше 50000 руб.,63271.0,6,9039.0,204.0,1,0.0
4046,61961873,0,31,1,0,1,1,1,15000.0,0,0,от 20000 до 50000 руб.,14550.0,12,0.0,24.0,1,0.0
4047,61961954,0,50,0,1,0,5,0,9000.0,0,0,от 10000 до 20000 руб.,11900.0,6,2100.0,,1,0.0
4048,61962008,1,57,0,1,1,0,0,7000.0,1,0,от 20000 до 50000 руб.,23197.0,10,3000.0,,1,0.0
4049,61962213,0,52,1,0,1,1,0,13000.0,1,0,от 10000 до 20000 руб.,21590.0,9,2400.0,384.0,1,0.0
4050,61962279,0,24,1,0,0,1,1,12000.0,0,0,от 10000 до 20000 руб.,3000.0,3,1250.0,24.0,1,1.0
4051,61962310,0,60,0,1,1,0,0,5000.0,1,0,от 5000 до 10000 руб.,5090.0,6,0.0,,2,0.0
4052,61962321,0,53,0,1,1,1,0,10000.0,0,0,от 10000 до 20000 руб.,7770.0,6,4580.0,,1,1.0
4053,61962340,0,65,1,1,1,0,0,9000.0,0,0,от 10000 до 20000 руб.,16629.0,10,1900.0,78.0,1,0.0
4054,61962438,0,43,1,0,1,1,0,10000.0,0,0,от 10000 до 20000 руб.,12150.0,12,1350.0,58.0,1,0.0
4055,61962464,0,26,1,0,0,0,0,9000.0,0,0,от 10000 до 20000 руб.,19410.0,12,3000.0,84.0,1,0.0
4056,61962486,0,39,1,0,1,2,2,30000.0,0,1,от 20000 до 50000 руб.,17399.2,3,6000.0,48.0,1,1.0
4057,61962587,0,53,1,0,1,2,0,20000.0,1,1,от 20000 до 50000 руб.,49500.0,6,5500.0,120.0,1,0.0
4058,61962648,0,27,1,0,0,1,1,9000.0,0,0,от 20000 до 50000 руб.,7189.0,3,1000.92,24.0,1,1.0
4059,61962841,1,36,1,0,1,1,1,10000.0,0,0,от 10000 до 20000 руб.,8675.0,4,964.0,24.0,1,1.0
4060,61962931,0,60,1,0,1,0,0,15000.0,1,0,от 10000 до 20000 руб.,19983.0,6,2920.0,120.0,1,0.0
4061,61963016,0,25,1,0,0,0,0,8000.0,0,0,от 5000 до 10000 руб.,4207.0,3,470.0,7.0,1,1.0
4062,61963073,0,28,1,0,1,1,1,20000.0,0,0,от 20000 до 50000 руб.,33300.0,18,3700.0,84.0,1,0.0
4063,61963166,0,56,0,1,1,1,0,3700.0,0,0,до 5000 руб.,23975.0,12,2665.0,,1,0.0
4064,61963197,0,61,1,1,1,2,0,15000.0,0,0,от 20000 до 50000 руб.,28000.0,6,25000.0,72.0,1,0.0
4065,61963209,0,36,1,0,0,2,2,12000.0,0,0,от 10000 до 20000 руб.,12537.0,6,3333.0,72.0,1,1.0
4066,61963256,0,50,1,0,0,0,0,6000.0,1,0,от 5000 до 10000 руб.,9390.0,5,0.0,6.0,1,1.0
4067,61963290,0,26,1,0,0,1,1,20000.0,0,1,от 10000 до 20000 руб.,11126.0,8,4000.0,48.0,1,0.0
4068,61963326,0,27,1,0,1,1,1,9000.0,0,0,от 10000 до 20000 руб.,3827.0,6,500.0,36.0,1,0.0
4069,61963492,1,39,1,0,1,1,1,20000.0,0,0,от 20000 до 50000 руб.,30344.0,6,4000.0,48.0,1,0.0
4070,61963519,0,38,1,0,1,2,0,4800.0,0,0,от 10000 до 20000 руб.,7200.0,12,1000.0,108.0,1,0.0
4071,61963605,0,49,1,0,1,0,0,15000.0,0,0,от 20000 до 50000 руб.,11699.0,18,1300.0,38.0,1,1.0
4072,61963612,1,45,1,0,1,1,1,14000.0,0,0,от 10000 до 20000 руб.,4500.0,12,500.0,72.0,1,0.0
4073,61963616,0,44,1,0,1,2,1,17000.0,1,0,свыше 50000 руб.,40000.0,18,8250.0,72.0,1,1.0
4074,61963646,0,40,1,0,0,2,2,12500.0,0,0,от 10000 до 20000 руб.,4000.0,5,1000.0,252.0,1,1.0
4075,61963763,1,34,1,0,0,1,1,8000.0,0,0,от 10000 до 20000 руб.,8300.0,12,1000.0,12.0,1,0.0
4076,61964000,1,42,1,0,0,0,0,25000.0,0,0,от 20000 до 50000 руб.,15760.0,8,1752.0,3.0,1,0.0
4077,61964070,1,32,1,0,1,1,0,9500.0,0,0,от 5000 до 10000 руб.,4319.0,12,0.0,48.0,1,0.0
4078,61964098,0,43,1,0,1,0,0,10000.0,1,0,от 10000 до 20000 руб.,8500.0,18,2500.0,120.0,1,0.0
4079,61964259,0,26,1,0,0,0,0,16000.0,0,0,от 10000 до 20000 руб.,3820.0,6,1500.0,24.0,1,0.0
4080,61964582,0,39,1,0,1,2,0,5000.0,0,0,от 10000 до 20000 руб.,6145.0,5,1090.0,24.0,1,0.0
4081,61964706,0,52,1,0,0,0,0,2000.0,0,0,от 10000 до 20000 руб.,17372.0,12,2000.0,72.0,1,0.0
4082,61964719,0,31,1,0,0,1,1,15000.0,0,0,от 20000 до 50000 руб.,4390.0,10,500.0,108.0,1,0.0
4083,61964736,0,55,0,1,1,2,0,5500.0,0,0,от 10000 до 20000 руб.,13000.0,6,2000.0,,1,0.0
4084,61964837,0,51,1,0,1,2,0,8000.0,0,0,от 5000 до 10000 руб.,14391.0,9,0.0,39.0,1,0.0
4085,61964923,0,45,1,0,1,4,4,8000.0,0,0,от 10000 до 20000 руб.,4950.0,6,1000.0,60.0,1,0.0
4086,61964930,0,50,1,0,1,1,1,9000.0,0,0,от 10000 до 20000 руб.,4843.0,10,855.0,48.0,2,0.0
4087,61965002,0,38,1,0,1,2,2,17500.0,1,0,от 20000 до 50000 руб.,28955.0,8,5387.0,24.0,1,0.0
4088,61965459,0,52,0,1,1,3,0,7200.0,0,0,от 10000 до 20000 руб.,9180.0,9,1020.0,,1,0.0
4089,61965606,1,24,1,0,0,0,0,15000.0,0,0,от 20000 до 50000 руб.,6990.0,6,778.0,60.0,1,0.0
4090,61965715,0,26,1,0,0,1,0,25000.0,1,1,от 20000 до 50000 руб.,12499.0,6,1500.0,12.0,1,0.0
4091,61965719,0,30,1,0,1,2,2,20000.0,1,0,от 20000 до 50000 руб.,24003.0,10,5000.0,70.0,1,0.0
4092,61965818,1,40,1,0,1,1,0,18000.0,1,0,от 10000 до 20000 руб.,15482.0,6,10000.0,48.0,1,0.0
4093,61966012,0,44,1,0,1,1,0,15000.0,0,0,от 10000 до 20000 руб.,6500.0,7,1500.0,60.0,1,1.0
4094,61966018,0,43,1,0,1,0,0,20000.0,1,0,от 20000 до 50000 руб.,20249.0,6,2547.0,156.0,1,0.0
4095,61966113,0,53,1,0,1,0,0,5000.0,0,0,от 10000 до 20000 руб.,12330.0,10,1370.0,25.0,1,0.0
4096,61966135,0,27,1,0,0,1,1,27000.0,0,0,от 20000 до 50000 руб.,11700.0,4,8000.0,72.0,1,1.0
4097,61966360,0,27,1,0,1,2,2,6000.0,0,0,от 10000 до 20000 руб.,20536.0,10,5000.0,24.0,1,0.0
4098,61966485,0,30,1,0,1,1,1,12000.0,0,0,от 20000 до 50000 руб.,21328.0,6,10140.0,50.0,1,0.0
4099,61966705,0,50,1,0,0,2,0,18000.0,1,1,от 20000 до 50000 руб.,31790.0,12,5610.0,36.0,1,0.0
4100,61966750,1,54,1,0,1,2,0,35000.0,1,0,свыше 50000 руб.,10447.0,3,8000.0,36.0,1,1.0
4101,61966864,0,45,1,0,1,0,0,30000.0,0,0,от 20000 до 50000 руб.,38700.0,12,4300.0,108.0,1,0.0
4102,61967162,0,58,1,1,1,0,0,15000.0,0,0,от 20000 до 50000 руб.,10331.0,6,10267.0,180.0,1,0.0
4103,61967416,0,38,1,0,0,0,0,10000.0,0,0,от 10000 до 20000 руб.,27000.0,12,9000.0,168.0,1,0.0
4104,61968092,0,26,1,0,0,0,0,30000.0,1,0,от 20000 до 50000 руб.,6491.0,3,2500.0,60.0,1,1.0
4105,61968149,0,53,0,1,1,3,0,6500.0,0,0,от 10000 до 20000 руб.,23470.0,6,730.0,,1,0.0
4106,61968208,0,49,1,0,0,1,2,16900.0,0,1,от 10000 до 20000 руб.,5824.0,3,1000.0,84.0,1,1.0
4107,61968605,0,22,1,0,0,0,0,17000.0,0,0,от 10000 до 20000 руб.,10438.0,6,1160.0,6.0,2,2.0
4108,61968716,0,51,1,0,1,0,0,14000.0,0,0,от 20000 до 50000 руб.,4600.0,6,0.0,84.0,1,0.0
4109,61968776,0,62,0,1,1,0,0,12700.0,0,0,от 20000 до 50000 руб.,13580.0,10,0.0,,1,0.0
4110,61968821,0,49,1,0,1,3,0,18000.0,1,0,от 20000 до 50000 руб.,17520.0,3,10000.0,180.0,1,1.0
4111,61969035,0,35,1,0,0,0,0,17000.0,1,0,от 10000 до 20000 руб.,4090.0,6,0.0,192.0,1,0.0
4112,61969042,0,45,1,0,1,2,0,4700.0,1,0,от 5000 до 10000 руб.,6570.0,8,1000.0,96.0,1,0.0
4113,61969145,0,48,0,1,1,1,1,5000.0,0,0,от 10000 до 20000 руб.,5000.0,6,2000.0,,1,1.0
4114,61969203,0,27,1,0,1,1,1,10000.0,0,0,от 5000 до 10000 руб.,6665.0,3,750.0,48.0,1,1.0
4115,61969625,0,31,1,0,0,2,2,30000.0,0,1,от 20000 до 50000 руб.,15900.0,9,5000.0,96.0,2,0.0
4116,61969637,1,30,1,0,0,1,1,40000.0,0,1,от 20000 до 50000 руб.,11876.0,6,3500.0,36.0,1,0.0
4117,61969729,0,24,1,0,0,0,0,10000.0,0,1,от 5000 до 10000 руб.,5636.0,6,1000.0,2.0,1,0.0
4118,61969845,0,27,1,0,1,1,1,5000.0,0,0,от 10000 до 20000 руб.,28070.0,12,3500.0,24.0,1,0.0
4119,61970017,0,30,1,0,0,2,2,14000.0,0,1,от 10000 до 20000 руб.,20000.0,12,3000.0,20.0,1,0.0
4120,61970613,0,37,1,0,1,0,0,23000.0,0,1,от 20000 до 50000 руб.,12500.0,6,12000.0,40.0,1,0.0
4121,61970700,0,24,1,0,0,0,0,10000.0,0,1,от 10000 до 20000 руб.,4400.0,6,500.0,36.0,1,0.0
4122,61970761,0,61,1,0,1,2,0,16000.0,1,0,от 10000 до 20000 руб.,5999.0,3,15000.0,528.0,1,1.0
4123,61970774,0,43,1,0,1,2,2,8000.0,1,0,от 20000 до 50000 руб.,21950.0,12,3000.0,120.0,1,0.0
4124,61971029,0,51,1,0,0,0,0,30000.0,0,0,свыше 50000 руб.,30000.0,3,140000.0,312.0,1,1.0
4125,61971044,0,29,1,0,1,1,1,8000.0,1,0,от 5000 до 10000 руб.,17590.0,12,0.0,24.0,1,0.0
4126,61971483,0,42,1,0,0,2,2,16000.0,0,0,от 20000 до 50000 руб.,15602.0,6,10000.0,8.0,1,0.0
4127,61971593,0,31,1,0,0,1,1,9500.0,1,0,от 10000 до 20000 руб.,15560.0,10,1730.0,6.0,1,0.0
4128,61971675,0,56,0,1,0,3,0,8000.0,1,0,от 5000 до 10000 руб.,11000.0,12,1300.0,,1,0.0
4129,61971854,0,22,1,0,1,0,0,9000.0,0,0,от 20000 до 50000 руб.,22490.0,12,2500.0,8.0,1,0.0
4130,61971969,0,51,1,1,1,1,0,17000.0,0,0,от 20000 до 50000 руб.,20500.0,12,3500.0,214.0,1,0.0
4131,61972005,0,45,1,0,1,1,1,14000.0,0,0,от 20000 до 50000 руб.,4079.0,3,3400.0,108.0,1,1.0
4132,61972056,0,51,1,0,0,0,0,15000.0,1,0,от 20000 до 50000 руб.,17875.0,6,2200.0,156.0,1,0.0
4133,61972518,0,35,1,0,0,0,0,5000.0,0,0,от 10000 до 20000 руб.,6590.0,10,800.0,108.0,1,0.0
4134,61972938,1,58,1,0,0,2,0,8000.0,0,0,от 20000 до 50000 руб.,13230.0,24,1470.0,7.0,1,0.0
4135,61973475,1,30,1,0,1,1,1,11000.0,0,0,от 10000 до 20000 руб.,3875.0,4,1000.0,120.0,2,1.0
4136,61973495,0,51,1,0,1,0,0,16000.0,0,0,от 10000 до 20000 руб.,19976.0,13,2300.0,372.0,1,0.0
4137,61973796,0,23,1,0,0,1,1,23000.0,0,0,от 20000 до 50000 руб.,14990.0,6,3000.0,8.0,1,1.0
4138,61973934,0,59,0,1,1,0,0,7000.0,0,0,от 10000 до 20000 руб.,9990.0,3,5000.0,,1,1.0
4139,61974001,0,44,1,0,1,3,0,12000.0,0,0,от 20000 до 50000 руб.,3330.0,6,370.0,96.0,1,0.0
4140,61974093,1,54,1,0,1,3,0,30000.0,0,1,от 20000 до 50000 руб.,26543.0,12,3000.0,72.0,1,0.0
4141,61974427,0,43,1,0,1,1,1,12000.0,0,0,от 10000 до 20000 руб.,6745.0,6,800.0,6.0,1,0.0
4142,61975073,0,48,1,0,0,1,0,20000.0,0,0,от 20000 до 50000 руб.,5879.0,6,1050.0,228.0,1,1.0
4143,61975082,1,43,1,0,0,0,0,23000.0,1,0,от 20000 до 50000 руб.,26538.0,6,15000.0,96.0,1,0.0
4144,61975209,0,45,1,0,1,1,1,10000.0,1,1,от 10000 до 20000 руб.,12000.0,6,2000.0,84.0,1,0.0
4145,61975212,0,55,1,0,1,2,0,6000.0,1,0,от 5000 до 10000 руб.,4790.0,10,1800.0,252.0,1,0.0
4146,61975302,1,33,1,0,1,3,3,17000.0,1,0,от 20000 до 50000 руб.,39422.0,36,0.0,144.0,1,0.0
